0 0
0.001 0.079
0.002 0.158
0.003 0.237
0.004 0.316
0.005 0.395
0.006 0.474
0.007 0.553
0.008 0.632
0.009 0.711
0.01 0.79
0.011 0.869
0.012 0.948
0.013 1.027
0.014 1.106
0.015 1.185
0.016 1.264
0.017 1.343
0.018 1.422
0.019 1.501
0.02 1.58
0.021 1.659
0.022 1.738
0.023 1.817
0.024 1.896
0.025 1.975
0.026 2.054
0.027 2.133
0.028 2.212
0.029 2.291
0.03 2.37
0.031 2.449
0.032 2.528
0.033 2.607
0.034 2.686
0.035 2.765
0.036 2.844
0.037 2.923
0.038 3.002
0.039 3.081
0.04 3.16
0.041 3.239
0.042 3.318
0.043 3.397
0.044 3.476
0.045 3.555
0.046 3.634
0.047 3.713
0.048 3.792
0.049 3.871
0.05 3.95
0.051 4.029
0.052 4.108
0.053 4.187
0.054 4.266
0.055 4.345
0.056 4.424
0.057 4.503
0.058 4.582
0.059 4.661
0.06 4.74
0.061 4.819
0.062 4.898
0.063 4.977
0.064 5.056
0.065 5.135
0.066 5.214
0.067 5.293
0.068 5.372
0.069 5.451
0.07 5.53
0.071 5.609
0.072 5.688
0.073 5.767
0.074 5.846
0.075 5.925
0.076 6.004
0.077 6.083
0.078 6.162
0.079 6.241
