0 15.7868988391376
0.001 15.7396188441745
0.002 15.597968629492
0.003 15.3625215663414
0.004 15.0342465808656
0.005 14.6145273178626
0.006 14.1051873797556
0.007 13.5085200653019
0.008 12.8273206151355
0.009 12.0649185969218
0.01 11.2252077587838
0.011 10.3126704788187
0.012 9.33239387712875
0.013 8.29007476949343
0.014 7.1920109558509
0.015 6.04507686536194
0.016 4.85668231610452
0.017 3.634714060006
0.018 2.38746081539793
0.019 1.12352356077768
0.02 -0.14828612110554
0.021 -1.41905599897732
0.022 -2.67988718245964
0.023 -3.92200757435126
0.024 -5.13688025570117
0.025 -6.31630265529691
0.026 -7.45249303543257
0.027 -8.53816173121963
0.028 -9.56656561812614
0.029 -10.5315453525378
0.03 -11.4275459405183
0.031 -12.249622065601
0.032 -12.9934302961913
0.033 -13.655210771556
0.034 -14.2317612307047
0.035 -14.7204063177895
0.036 -15.118965000528
0.037 -15.4257187100641
0.038 -15.6393824874389
0.039 -15.759081035314
0.04 -15.7843311492287
0.041 -15.7150315585375
0.042 -15.5514607544401
0.043 -15.294282926891
0.044 -14.9445616761186
0.045 -14.5037807097633
0.046 -13.9738702869115
0.047 -13.3572377336069
0.048 -12.6567999449809
0.049 -11.8760154285151
0.05 -11.0189131597625
0.051 -10.0901153502458
0.052 -9.09485120349137
0.053 -8.03895889274753
0.054 -6.92887335743688
0.055 -5.7715980938484
0.056 -4.57465989668123
0.057 -3.34604645440394
0.058 -2.09412775020033
0.059 -0.827563287352453
0.06 0.444801853885173
0.061 1.71404830970125
0.062 2.97129670963465
0.063 4.20782034429105
0.064 5.41515175324816
0.065 6.58517921885508
0.066 7.71022989182781
0.067 8.78313721947921
0.068 9.7972914012817
0.069 10.7466726604153
0.07 11.6258681048439
0.071 12.4300737874267
0.072 13.1550842164178
0.073 13.7972719958292
0.074 14.3535604926932
0.075 14.8213924558467
0.076 15.1986973799495
0.077 15.4838601550805
0.078 15.6756932016241
0.079 15.7734138928094
