0 0
0.001 0.0157711367376762
0.002 0.0314477766967419
0.003 0.0469358039950785
0.004 0.0621418725887904
0.005 0.0769738108485867
0.006 0.0913410484506922
0.007 0.105155070905765
0.008 0.118329905262451
0.009 0.130782638337547
0.01 0.14243396629827
0.011 0.153208771640327
0.012 0.16303672068942
0.013 0.171852871860825
0.014 0.179598282230224
0.015 0.186220597708496
0.016 0.191674610486698
0.017 0.195922766619093
0.018 0.198935606791665
0.019 0.200692124562064
0.02 0.201180028647084
0.021 0.200395899070142
0.022 0.198345230962854
0.023 0.195042364261175
0.024 0.190510302116271
0.025 0.184780425206666
0.026 0.177892112968711
0.027 0.169892285792916
0.028 0.160834884284586
0.029 0.150780302676126
0.03 0.139794793419967
0.031 0.127949858984302
0.032 0.115321645081191
0.033 0.101990347178774
0.034 0.0880396394004341
0.035 0.0735561319995158
0.036 0.0586288607007301
0.037 0.0433488084675066
0.038 0.0278084578012559
0.039 0.0121013695824898
0.04 -0.00367821722500035
0.041 -0.0194357719390082
0.042 -0.0350768523291078
0.043 -0.0505074866781776
0.044 -0.0656345657149793
0.045 -0.0803662518356738
0.046 -0.0946124120176317
0.047 -0.108285079370252
0.048 -0.12129894638431
0.049 -0.13357189067102
0.05 -0.145025531387115
0.051 -0.155585811716948
0.052 -0.165183599856655
0.053 -0.173755298083868
0.054 -0.181243446893917
0.055 -0.187597309051993
0.056 -0.192773416961071
0.057 -0.196736066163645
0.058 -0.199457738217406
0.059 -0.200919437672695
0.06 -0.201110930403281
0.061 -0.200030873973256
0.062 -0.19768683484021
0.063 -0.194095191703128
0.064 -0.189280928864103
0.065 -0.183277327741712
0.066 -0.176125568338792
0.067 -0.167874255282231
0.068 -0.15857888485948
0.069 -0.148301270216763
0.07 -0.137108941592959
0.071 -0.125074537256961
0.072 -0.112275198868484
0.073 -0.0987919824989017
0.074 -0.0847092937435241
0.075 -0.0701143524312684
0.076 -0.0550966895667719
0.077 -0.0397476764642813
0.078 -0.024160083656716
0.079 -0.00842766515863968
