0 1470061.94767079
0.001 1463578.98428532
0.002 1444234.02773969
0.003 1412294.34142083
0.004 1368207.36582394
0.005 1312603.44747113
0.006 1246300.44012434
0.007 1170311.43467359
0.008 1085858.13188208
0.009 994394.769259309
0.01 897652.092525182
0.011 797719.614528624
0.012 697200.724296131
0.013 599502.26554074
0.014 509344.729752343
0.015 433487.309982634
0.016 381001.212976087
0.017 360784.046763816
0.018 375122.794124862
0.019 416716.167283302
0.02 474461.269844039
0.021 539299.12006215
0.022 605372.172203638
0.023 669175.455511627
0.024 728672.654205575
0.025 782735.327068533
0.026 830818.924451779
0.027 872771.954894937
0.028 908715.942906064
0.029 938963.475131494
0.03 963957.756132963
0.031 984225.272755843
0.032 1000337.23700754
0.033 1012877.4924983
0.034 1022415.56672768
0.035 1029484.05350235
0.036 1034559.77952509
0.037 1038048.3754663
0.038 1040271.99222626
0.039 1041459.99802186
0.04 1041742.56464495
0.041 1041147.10042233
0.042 1039597.51451703
0.043 1036916.30934193
0.044 1032829.50674468
0.045 1026974.43208941
0.046 1018910.41818954
0.047 1008132.55245182
0.048 994088.674968332
0.049 976199.942156324
0.05 953885.409198285
0.051 926591.289637314
0.052 893825.907296482
0.053 855202.044587781
0.054 810489.773250592
0.055 759685.642552196
0.056 703109.708037993
0.057 641553.042424969
0.058 576519.77597911
0.059 510643.625119056
0.06 448389.190916444
0.061 397008.297425662
0.062 366817.495941147
0.063 368028.105563057
0.064 403777.201558656
0.065 467982.825100778
0.066 551155.572930832
0.067 645256.719229701
0.068 744558.880917419
0.069 845018.229943539
0.07 943636.964796011
0.071 1038067.32161426
0.072 1126393.70196327
0.073 1207016.45716084
0.074 1278589.92613592
0.075 1339988.97767514
0.076 1390290.54139027
0.077 1428763.09360388
0.078 1454860.46282488
0.079 1468218.10537887
