0 1362.967065
0.001 26942.6694589737
0.002 51533.6032932586
0.003 74198.6253140459
0.004 94084.758094619
0.005 110460.253821866
0.006 122745.884806121
0.007 130538.902793523
0.008 133628.428140185
0.009 132001.429277928
0.01 125838.925166792
0.011 115502.572977082
0.012 101512.364578606
0.013 84516.712736692
0.014 65256.7166545669
0.015 44526.80719413
0.016 23134.2365191195
0.017 1859.95572986367
0.018 -18576.7051509518
0.019 -37547.4769135057
0.02 -54537.1491922581
0.021 -69157.2100060412
0.022 -81150.9125374809
0.023 -90390.2371565741
0.024 -96865.8050683379
0.025 -100671.236815313
0.026 -101983.700844002
0.027 -101042.458652469
0.028 -98127.1033809942
0.029 -93536.9469017874
0.03 -87572.685566627
0.031 -80521.1169455687
0.032 -72643.3328367825
0.033 -64166.5099254816
0.034 -55279.1779009571
0.035 -46129.6722828818
0.036 -36827.3722597458
0.037 -27446.272246938
0.038 -18030.4257503002
0.039 -8600.81668757661
0.04 836.757151546239
0.041 10283.172791862
0.042 19737.2032278317
0.043 29186.8199648689
0.044 38600.929390099
0.045 47921.9131528989
0.046 57059.3708619721
0.047 65885.4949848353
0.048 74232.5329032946
0.049 81892.7970130582
0.05 88621.6561427106
0.051 94143.8657512032
0.052 98163.4577746966
0.053 100377.206153636
0.054 100491.411901409
0.055 98241.4243634802
0.056 93412.9584458849
0.057 85863.9191310795
0.058 75545.1520451512
0.059 62518.3529149618
0.06 46969.3349113688
0.061 29215.0020279689
0.062 9702.71718296594
0.063 -10998.7330419956
0.064 -32216.7345934779
0.065 -53200.4591991806
0.066 -73153.2657469248
0.067 -91270.0680946759
0.068 -106777.409976121
0.069 -118973.746044906
0.07 -127267.397266223
0.071 -131209.818166573
0.072 -130522.151653328
0.073 -125113.509739006
0.074 -115089.955857442
0.075 -100753.728722496
0.076 -82592.7980366812
0.077 -61261.3477497929
0.078 -37552.2222565781
0.079 -12362.7333535214
