0 1201.725
0.001 -8170.73432767828
0.002 -18013.326545553
0.003 -28775.79586135
0.004 -40867.6834720793
0.005 -54639.6727982666
0.006 -70366.697091102
0.007 -88233.4286571599
0.008 -108322.773134459
0.009 -130607.971055593
0.01 -154948.848765765
0.011 -181092.649764097
0.012 -208679.708134511
0.013 -237253.997307242
0.014 -266278.308511126
0.015 -295153.502863361
0.016 -323240.967833365
0.017 -349887.128677049
0.018 -374448.656547182
0.019 -396316.911473634
0.02 -414940.183609588
0.021 -429842.457016553
0.022 -440637.704487815
0.023 -447039.098655704
0.024 -448862.949148131
0.025 -446027.596726611
0.026 -438547.864417769
0.027 -426525.944310679
0.028 -410139.764486768
0.029 -389629.928877178
0.03 -365286.265351378
0.031 -337434.877594403
0.032 -306426.404086381
0.033 -272625.973006364
0.034 -236405.131311185
0.035 -198135.838840574
0.036 -158186.465395379
0.037 -116919.61422623
0.038 -74691.5172414268
0.039 -31852.6995442423
0.04 11250.4142450694
0.041 54273.2901163722
0.042 96870.8126256341
0.043 138694.892498307
0.044 179392.495625582
0.045 218604.433941227
0.046 255965.252751135
0.047 291104.532615392
0.048 323649.889251931
0.049 353231.893959781
0.05 379491.042526772
0.051 402086.76811888
0.052 420708.323758789
0.053 435087.159909112
0.054 445010.207417802
0.055 450333.268367642
0.056 450993.545734463
0.057 447020.237878445
0.058 438542.11338257
0.059 425791.084284147
0.06 409101.015795156
0.061 388901.335251232
0.062 365705.401947733
0.063 340094.028665152
0.064 312694.954116268
0.065 284159.404048232
0.066 255137.108253358
0.067 226251.238727191
0.068 198074.697465985
0.069 171109.02606525
0.07 145766.962534934
0.071 122359.370450938
0.072 101086.949537665
0.073 82036.8380418429
0.074 65183.9601747772
0.075 50396.7705157452
0.076 37446.9056430764
0.077 26022.1672138807
0.078 15742.2203425457
0.079 6176.38346838367
